name,startup_key,website_url,resolved_url,commercial_fetched_at,http_status,pricing_signal,customer_evidence_signal,enterprise_signal,careers_signal,security_signal,integrations_signal,developer_docs_signal,self_serve_signal,sales_motion_signal,commercial_signal_count,commercial_momentum_score,page_word_count,page_link_count,commercial_maturity_score,previous_commercial_maturity_score,previous_commercial_fetched_at,commercial_maturity_change
logicaldoc,logicaldoc,https://www.logicaldoc.com,https://www.logicaldoc.com/,2026-08-17T06:52:29.715240+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,17.0,749.0,128.0,17.0,17.0,2026-08-10T07:38:27.801290+00:00,0.0
manypost,manypost,https://manypost.com.br,https://manypost.com.br/,2026-08-17T06:52:29.817111+00:00,200,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,19.0,1612.0,121.0,19.0,,,
margelo,margelo,https://margelo.com,https://margelo.com/,2026-08-17T06:52:29.851339+00:00,200,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,29.0,1016.0,39.0,29.0,29.0,2026-08-10T07:38:27.381554+00:00,0.0
medusajs,medusajs,https://medusajs.com,https://medusajs.com/,2026-08-17T06:52:29.911669+00:00,200,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,58.0,533.0,56.0,58.0,58.0,2026-08-10T07:38:27.780494+00:00,0.0
metorial,metorial,https://metorial.com,https://metorial.com/,2026-08-17T06:52:30.067682+00:00,200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,94.0,1656.0,88.0,94.0,94.0,2026-08-10T07:38:27.792980+00:00,0.0
ihmcrobotics,ihmcrobotics,https://robots.ihmc.us,https://robots.ihmc.us/,2026-08-17T06:52:30.123651+00:00,200,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,198.0,60.0,10.0,10.0,2026-08-10T07:38:25.924689+00:00,0.0
microblink,microblink,https://microblink.com,https://microblink.com/,2026-08-17T06:52:30.152625+00:00,200,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,62.0,1803.0,205.0,62.0,62.0,2026-08-10T07:38:27.869987+00:00,0.0
mloda-ai,mloda-ai,https://mloda.ai,https://mloda.ai/,2026-08-17T06:52:30.159433+00:00,200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,277.0,14.0,14.0,14.0,2026-08-10T07:38:28.001918+00:00,0.0
liberusoftware,liberusoftware,https://www.liberu.co.uk,https://www.liberuservices.com,2026-08-17T06:52:30.246122+00:00,200,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,676.0,42.0,12.0,,,
mercurjs,mercurjs,https://www.mercurjs.com,https://www.mercurjs.com/,2026-08-17T06:52:30.258162+00:00,200,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,40.0,771.0,50.0,40.0,34.0,2026-08-10T07:38:27.995889+00:00,6.0
mugnavo,mugnavo,https://mugnavo.com,https://mugnavo.com/,2026-08-17T06:52:30.332803+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,10.0,0.0,0.0,2026-08-10T07:38:28.076722+00:00,0.0
mx-space,mx-space,https://mx-space.js.org,https://mx-space.js.org/,2026-08-17T06:52:30.346846+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,112.0,75.0,5.0,5.0,2026-08-10T07:38:27.967814+00:00,0.0
moov-io,moov-io,https://moov.io,https://moov.io/,2026-08-17T06:52:30.406322+00:00,200,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,86.0,1038.0,110.0,86.0,86.0,2026-08-10T07:38:28.231566+00:00,0.0
nats-io,nats-io,https://nats.io,https://nats.io/,2026-08-17T06:52:30.501001+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,731.0,149.0,5.0,5.0,2026-08-10T07:38:28.338291+00:00,0.0
neuml,neuml,https://neuml.com,https://neuml.com/,2026-08-17T06:52:30.563808+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,19.0,0.0,0.0,2026-08-10T07:38:28.247222+00:00,0.0
namiml,namiml,https://www.nami.ml,https://www.nami.ml/,2026-08-17T06:52:30.599838+00:00,200,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,95.0,1303.0,89.0,95.0,95.0,2026-08-10T07:38:28.169495+00:00,0.0
intershop,intershop,https://intershop.com,https://www.intershop.com/en/,2026-08-17T06:52:30.684556+00:00,200,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,57.0,861.0,173.0,57.0,57.0,2026-08-10T07:38:28.302281+00:00,0.0
odpi,odpi,https://lfaidata.foundation,https://lfaidata.foundation/,2026-08-17T06:52:30.900989+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,111.0,0.0,0.0,2026-08-10T07:38:28.657396+00:00,0.0
naev,naev,https://codeberg.org/naev,https://codeberg.org/naev,2026-08-17T06:52:30.914056+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,544.0,127.0,5.0,5.0,2026-08-10T07:38:28.629972+00:00,0.0
oaknational,oaknational,https://www.thenational.academy,https://www.thenational.academy/,2026-08-17T06:52:31.018716+00:00,200,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,16.0,1896.0,373.0,16.0,16.0,2026-08-10T07:38:28.487280+00:00,0.0
ohcnetwork,ohcnetwork,https://ohc.network,https://ohc.network/,2026-08-17T06:52:31.135382+00:00,200,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,36.0,1366.0,63.0,36.0,36.0,2026-08-10T07:38:28.578508+00:00,0.0
lomiafrica,lomiafrica,https://lomi.africa,https://lomi.africa/,2026-08-17T06:52:31.167084+00:00,200,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,48.0,2824.0,106.0,48.0,48.0,2026-08-10T07:38:27.740766+00:00,0.0
onflow,onflow,https://flow.com,https://flow.com/,2026-08-17T06:52:31.206153+00:00,200,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,41.0,1121.0,95.0,41.0,41.0,2026-08-10T07:38:28.754636+00:00,0.0
o3de,o3de,https://o3de.org,https://o3de.org/,2026-08-17T06:52:31.242148+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,943.0,127.0,5.0,5.0,2026-08-10T07:38:29.038118+00:00,0.0
open-telemetry,open-telemetry,https://opentelemetry.io,https://opentelemetry.io/,2026-08-17T06:52:31.299239+00:00,200,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,34.0,434.0,67.0,34.0,34.0,2026-08-10T07:38:28.928125+00:00,0.0
nextcloud,nextcloud,https://nextcloud.com,https://nextcloud.com/,2026-08-17T06:52:31.394056+00:00,200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,94.0,1713.0,169.0,94.0,94.0,2026-08-10T07:38:29.095916+00:00,0.0
opensearch-project,opensearch-project,https://opensearch.org,https://opensearch.org/,2026-08-17T06:52:31.510210+00:00,200,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,51.0,1063.0,198.0,51.0,51.0,2026-08-10T07:38:29.238412+00:00,0.0
nmi-agro,nmi-agro,https://www.nmi-agro.nl,https://www.nmi-agro.nl/,2026-08-17T06:52:31.605394+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.0,83.0,0.0,0.0,2026-08-10T07:38:29.197306+00:00,0.0
orbitalindex,orbitalindex,https://orbitalindex.com,https://orbitalindex.com/,2026-08-17T06:52:31.617863+00:00,200,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,3227.0,196.0,9.0,,,
minthcm,minthcm,https://minthcm.org,https://minthcm.org/,2026-08-17T06:52:31.672178+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.0,150.0,0.0,0.0,2026-08-10T07:38:29.851811+00:00,0.0
oxylabs,oxylabs,https://oxylabs.io,https://oxylabs.io/,2026-08-17T06:52:31.900134+00:00,200,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,76.0,2282.0,254.0,76.0,,,
opensensorhub,opensensorhub,http://www.opensensorhub.org,https://opensensorhub.org/,2026-08-17T06:52:32.058311+00:00,200,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,21.0,568.0,60.0,21.0,21.0,2026-08-10T07:38:29.494911+00:00,0.0
opensource-socialnetwork,opensource-socialnetwork,https://www.opensource-socialnetwork.org,https://www.opensource-socialnetwork.org/,2026-08-17T06:52:32.160990+00:00,200,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,502.0,51.0,9.0,9.0,2026-08-10T07:38:30.337273+00:00,0.0
openlinker-project,openlinker-project,https://openlinker.io,https://openlinker.io/en/,2026-08-17T06:52:32.172338+00:00,200,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,6.0,64.0,1025.0,75.0,64.0,64.0,2026-08-10T07:38:29.613757+00:00,0.0
ohs-foundation,ohs-foundation,https://ohs.foundation,https://ohs.foundation/,2026-08-17T06:52:32.268528+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,36.0,0.0,0.0,2026-08-10T07:38:29.334356+00:00,0.0
phase-rs,phase-rs,https://preview.phase-rs.dev,https://preview.phase-rs.dev/,2026-08-17T06:52:32.404338+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2026-08-10T07:38:29.815103+00:00,0.0
paradigmxyz,paradigmxyz,https://paradigm.xyz,https://www.paradigm.xyz/,2026-08-17T06:52:32.511163+00:00,200,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,64.0,21.0,10.0,10.0,2026-08-10T07:38:29.667859+00:00,0.0
osunyorg,osunyorg,https://www.osuny.org,https://www.osuny.org/,2026-08-17T06:52:32.603194+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,589.0,103.0,5.0,5.0,2026-08-10T07:38:29.874001+00:00,0.0
pactflow,pactflow,https://pactflow.io,https://pactflow.io/,2026-08-17T06:52:32.781923+00:00,200,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,77.0,717.0,71.0,77.0,77.0,2026-08-10T07:38:30.194116+00:00,0.0
polarsource,polarsource,https://polar.sh,https://polar.sh/,2026-08-17T06:52:32.840552+00:00,200,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,55.0,841.0,49.0,55.0,55.0,2026-08-10T07:38:30.087402+00:00,0.0
otter-sec,otter-sec,https://osec.io,https://osec.io/,2026-08-17T06:52:32.927314+00:00,200,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,39.0,938.0,117.0,39.0,39.0,2026-08-10T07:38:30.418536+00:00,0.0
pneumaticapp,pneumaticapp,https://www.pneumatic.app,https://www.pneumatic.app/,2026-08-17T06:52:32.947720+00:00,200,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,65.0,1187.0,68.0,65.0,65.0,2026-08-10T07:38:30.229843+00:00,0.0
redpanda-data,redpanda-data,https://redpanda.com,https://www.redpanda.com/,2026-08-17T06:52:33.440165+00:00,200,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,47.0,863.0,94.0,47.0,47.0,2026-08-10T07:38:30.674461+00:00,0.0
qualcomm,qualcomm,https://qualcomm.com/developer,https://www.qualcomm.com/developer,2026-08-17T06:52:33.456132+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,
reductstore,reductstore,https://www.reduct.store,https://www.reduct.store/,2026-08-17T06:52:33.571669+00:00,200,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,52.0,1683.0,93.0,52.0,52.0,2026-08-10T07:38:30.537409+00:00,0.0
rapidez,rapidez,https://rapidez.io,https://rapidez.io/,2026-08-17T06:52:33.585274+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,671.0,67.0,5.0,5.0,2026-08-10T07:38:30.833090+00:00,0.0
pluginsGLPI,pluginsglpi,http://plugins.glpi-project.org,https://plugins.glpi-project.org/,2026-08-17T06:52:33.596532+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,2026-08-10T07:38:30.703266+00:00,0.0
pysnippet,pysnippet,https://pysnippet.org,https://pysnippet.org/,2026-08-17T06:52:33.601512+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,19.0,0.0,0.0,2026-08-10T07:38:31.175158+00:00,0.0
pyck-ai,pyck-ai,https://pyck.ai,https://pyck.ai/,2026-08-17T06:52:33.690271+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,68.0,0.0,0.0,2026-08-10T07:38:31.116346+00:00,0.0
rocketride-org,rocketride-org,https://rocketride.org,https://rocketride.org/,2026-08-17T06:52:33.906745+00:00,200,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,14.0,1734.0,46.0,14.0,14.0,2026-08-10T07:38:31.084295+00:00,0.0
rocky-data,rocky-data,https://rocky-data.dev,https://rocky-data.dev/,2026-08-17T06:52:33.915750+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,713.0,16.0,5.0,5.0,2026-08-10T07:38:31.245490+00:00,0.0
rerun-io,rerun-io,https://www.rerun.io,https://rerun.io/,2026-08-17T06:52:34.070672+00:00,200,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,33.0,1668.0,93.0,33.0,33.0,2026-08-10T07:38:31.155446+00:00,0.0
rive-app,rive-app,https://rive.app,https://rive.app/,2026-08-17T06:52:34.102963+00:00,200,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,62.0,1005.0,136.0,62.0,,,
ros-navigation,ros-navigation,https://nav2.org,https://nav2.org/,2026-08-17T06:52:34.110725+00:00,200,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,14.0,522.0,50.0,14.0,14.0,2026-08-10T07:38:31.292887+00:00,0.0
phoenixctms,phoenixctms,https://www.phoenixctms.org,https://www.phoenixctms.org/,2026-08-17T06:52:34.229807+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,334.0,41.0,6.0,6.0,2026-08-10T07:38:31.058397+00:00,0.0
rpgppengine,rpgppengine,https://rpgpp.dev,https://rpgpp.dev/,2026-08-17T06:52:34.277014+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,503.0,227.0,5.0,5.0,2026-08-10T07:38:31.449189+00:00,0.0
rspace-os,rspace-os,https://www.researchspace.com,https://www.researchspace.com/,2026-08-17T06:52:34.284577+00:00,200,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,80.0,437.0,66.0,80.0,80.0,2026-08-10T07:38:31.392572+00:00,0.0
rudderlabs,rudderlabs,https://www.rudderstack.com,https://www.rudderstack.com/,2026-08-17T06:52:34.649801+00:00,200,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,86.0,1303.0,55.0,86.0,86.0,2026-08-10T07:38:31.531226+00:00,0.0
ryzom,ryzom,https://wiki.ryzom.dev,https://wiki.ryzom.dev/,2026-08-17T06:52:34.655670+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,375.0,46.0,6.0,,,
relaticle,relaticle,https://relaticle.com,https://relaticle.com/,2026-08-17T06:52:34.672858+00:00,200,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,32.0,1219.0,39.0,32.0,32.0,2026-08-10T07:38:31.502545+00:00,0.0
relizaio,relizaio,http://reliza.io,https://reliza.io/,2026-08-17T06:52:34.729690+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,306.0,35.0,6.0,6.0,2026-08-10T07:38:31.986800+00:00,0.0
phamos-eu,phamos-eu,https://phamos.eu,https://phamos.eu/home,2026-08-17T06:52:34.929127+00:00,200,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,335.0,48.0,28.0,28.0,2026-08-10T07:38:31.875923+00:00,0.0
sapic,sapic,https://steam.design,https://steam.design/,2026-08-17T06:52:34.960724+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2026-08-10T07:38:31.760779+00:00,0.0
sablier-labs,sablier-labs,https://sablier.com,https://sablier.com/,2026-08-17T06:52:35.013217+00:00,200,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,23.0,664.0,91.0,23.0,23.0,2026-08-10T07:38:32.446690+00:00,0.0
saleor,saleor,https://saleor.io,https://saleor.io/,2026-08-17T06:52:35.147584+00:00,200,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,80.0,1440.0,83.0,80.0,80.0,2026-08-10T07:38:32.533849+00:00,0.0
ondata,ondata,http://ondata.it,https://www.ondata.it/,2026-08-17T06:52:35.357132+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885.0,98.0,0.0,,,
simpledotorg,simpledotorg,https://simple.org,https://www.simple.org/,2026-08-17T06:52:35.452456+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,452.0,25.0,5.0,5.0,2026-08-10T07:38:32.478563+00:00,0.0
rt-net,rt-net,https://rt-net.jp,https://rt-net.jp/,2026-08-17T06:52:35.526726+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,98.0,0.0,0.0,2026-08-10T07:38:32.782029+00:00,0.0
solana-foundation,solana-foundation,https://solana.org,https://solana.org/,2026-08-17T06:52:35.552302+00:00,200,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,15.0,213.0,14.0,15.0,15.0,2026-08-10T07:38:32.596377+00:00,0.0
skybrush-io,skybrush-io,https://skybrush.io,https://skybrush.io/,2026-08-17T06:52:35.560820+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,401.0,83.0,5.0,5.0,2026-08-10T07:38:32.555555+00:00,0.0
solidusio,solidusio,https://solidus.io,https://solidus.io/,2026-08-17T06:52:35.657603+00:00,200,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,35.0,445.0,49.0,35.0,35.0,2026-08-10T07:38:32.847500+00:00,0.0
securitybunker,securitybunker,https://databunker.org,https://databunker.org/,2026-08-17T06:52:35.688033+00:00,200,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,47.0,2451.0,53.0,47.0,47.0,2026-08-10T07:38:32.457170+00:00,0.0
scribe-org,scribe-org,https://scri.be,https://scri.be/,2026-08-17T06:52:35.713760+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2026-08-10T07:38:32.543239+00:00,0.0
saas-js,saas-js,https://www.saas-ui.dev,https://saas-ui.dev/,2026-08-17T06:52:35.755426+00:00,200,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,32.0,988.0,28.0,32.0,32.0,2026-08-10T07:38:32.272646+00:00,0.0
space-wizards,space-wizards,https://spacestation14.com,https://spacestation14.com/,2026-08-17T06:52:35.764061+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,11.0,542.0,41.0,11.0,,,
spectrocloud,spectrocloud,https://www.spectrocloud.com,https://www.spectrocloud.com/,2026-08-17T06:52:35.790622+00:00,200,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,68.0,2282.0,138.0,68.0,68.0,2026-08-10T07:38:32.820279+00:00,0.0
starwards,starwards,https://blog.starwards.space,https://blog.starwards.space/,2026-08-17T06:52:35.894129+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,36.0,0.0,0.0,2026-08-10T07:38:32.825137+00:00,0.0
sonic-pi-net,sonic-pi-net,https://sonic-pi.net,https://sonic-pi.net/,2026-08-17T06:52:36.059900+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2432.0,87.0,0.0,0.0,2026-08-10T07:38:33.093262+00:00,0.0
subsquid,subsquid,https://sqd.dev,https://sqd.dev/,2026-08-17T06:52:36.138051+00:00,200,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,63.0,2069.0,182.0,63.0,63.0,2026-08-10T07:38:33.069275+00:00,0.0
stereolabs,stereolabs,https://stereolabs.com,https://www.stereolabs.com/,2026-08-17T06:52:36.240245+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,,
speedyapply,speedyapply,https://speedyapply.com,https://www.speedyapply.com/,2026-08-17T06:52:36.298211+00:00,200,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,21.0,1270.0,44.0,21.0,21.0,2026-08-10T07:38:33.127720+00:00,0.0
superlinked,superlinked,https://superlinked.com,https://superlinked.com/,2026-08-17T06:52:36.314926+00:00,200,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,36.0,1209.0,76.0,36.0,36.0,2026-08-10T07:38:33.078994+00:00,0.0
tempoxyz,tempoxyz,https://tempo.xyz,https://tempo.xyz/,2026-08-17T06:52:36.465100+00:00,200,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,49.0,458.0,65.0,49.0,49.0,2026-08-10T07:38:33.209625+00:00,0.0
stella,stella,https://stll.app,https://stll.app/,2026-08-17T06:52:36.518598+00:00,200,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,23.0,1012.0,128.0,23.0,23.0,2026-08-10T07:38:32.986237+00:00,0.0
sunlabuiuc,sunlabuiuc,http://sunlab.org,https://www.sunlab.org/,2026-08-17T06:52:36.577010+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,19.0,0.0,0.0,2026-08-10T07:38:33.449558+00:00,0.0
the-momentum,the-momentum,https://www.themomentum.ai,https://www.themomentum.ai/,2026-08-17T06:52:36.738297+00:00,200,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,57.0,2831.0,225.0,57.0,57.0,2026-08-10T07:38:33.356339+00:00,0.0
status-im,status-im,https://status.app,https://status.app/,2026-08-17T06:52:36.769278+00:00,200,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,22.0,743.0,142.0,22.0,22.0,2026-08-10T07:38:33.046506+00:00,0.0
third-culture-software,third-culture-software,https://blog.thirdculturesoftware.com,https://blog.thirdculturesoftware.com/,2026-08-17T06:52:36.885704+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,645.0,17.0,6.0,6.0,2026-08-10T07:38:33.600808+00:00,0.0
swellstores,swellstores,https://swell.is,https://www.swell.is/,2026-08-17T06:52:36.903208+00:00,200,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,58.0,1019.0,88.0,58.0,58.0,2026-08-10T07:38:33.550448+00:00,0.0
tradingstrategy-ai,tradingstrategy-ai,https://tradingstrategy.ai,https://tradingstrategy.ai/,2026-08-17T06:52:36.986577+00:00,200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1185.0,74.0,18.0,18.0,2026-08-10T07:38:35.449716+00:00,0.0
temporalio,temporalio,https://temporal.io,https://temporal.io/,2026-08-17T06:52:37.100496+00:00,200,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,77.0,956.0,84.0,77.0,77.0,2026-08-10T07:38:33.862560+00:00,0.0
maize-tech,maize-tech,https://maize.io,https://www.maize.io:443/,2026-08-17T06:52:37.121252+00:00,200,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,29.0,891.0,118.0,29.0,29.0,2026-08-10T07:38:35.336178+00:00,0.0
towardsai,towardsai,https://towardsai.net,https://towardsai.com/,2026-08-17T06:52:37.159275+00:00,200,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,44.0,1355.0,77.0,44.0,44.0,2026-08-10T07:38:33.804973+00:00,0.0
trustwallet,trustwallet,https://trustwallet.com,https://trustwallet.com/,2026-08-17T06:52:37.278476+00:00,200,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,47.0,1254.0,130.0,47.0,47.0,2026-08-10T07:38:34.018646+00:00,0.0
trovu,trovu,https://trovu.net,https://trovu.net/,2026-08-17T06:52:37.302355+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,324.0,53.0,5.0,5.0,2026-08-10T07:38:34.249666+00:00,0.0
tuva-health,tuva-health,http://thetuvaproject.com,https://thetuvaproject.com/,2026-08-17T06:52:37.308463+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,260.0,41.0,5.0,5.0,2026-08-10T07:38:34.180872+00:00,0.0
thunder-engine,thunder-engine,https://thunderengine.org,https://thunderengine.org/,2026-08-17T06:52:37.323432+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,497.0,19.0,5.0,5.0,2026-08-10T07:38:33.617902+00:00,0.0
spedas,spedas,https://www.spedas.org,https://spedas.org/blog/,2026-08-17T06:52:37.453835+00:00,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,31.0,0.0,0.0,2026-08-10T07:38:34.497448+00:00,0.0
unacms,unacms,https://unacms.com,https://unacms.com/,2026-08-17T06:52:37.534022+00:00,200,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,44.0,608.0,12.0,44.0,44.0,2026-08-10T07:38:34.256151+00:00,0.0
thirtybees,thirtybees,https://thirtybees.com,https://thirtybees.com/,2026-08-17T06:52:37.563536+00:00,200,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,20.0,625.0,93.0,20.0,20.0,2026-08-10T07:38:34.174056+00:00,0.0
vendurehq,vendurehq,https://vendure.io,https://vendure.io/,2026-08-17T06:52:37.582126+00:00,200,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,62.0,1340.0,93.0,62.0,62.0,2026-08-10T07:38:34.825100+00:00,0.0
